membership	会員資格|一員であること|会員数|会費|会員|メンバーシップ	anc
pressure	圧力|圧すること|押すこと|圧縮|圧搾|電圧|苦難|苦痛|(するように)圧力をかける	anc
stone	石材|石|小石	anc
normal	普通の|平均的な|標準の|典型的な|平均値	anc
advance	前進|進歩|前進する|を前進させる	anc
accept	受け入れる	anc
football	フットボール(ラグビーやサッカーの総称)	anc
promote	を促進する	anc
instead	その代わりに	anc
permit	を許す|認可(書)|免許(証)	anc
lawyer	弁護士|法律家	anc
entire	全部揃った|全部の|全体の|まったくの	anc
educational	教育上の	anc
cook	(を)料理する|料理人|コック	anc
fitness	適当|健康	anc
partner	パートナー|仲間|共同出資者|相棒|と提携する	anc
gain	もうける|得る|を増す|利益|増加	anc
republic	共和政体|共和国|～団体|～社会	anc
improvement	進歩|改善	anc
jump	跳ぶ|急増する|飛びかかる	anc
boat	船	anc
likely	ありそうな|しそうな|思われる|適当な|有望な|起こりうる	anc
patch	つぎはぎ|継ぎ|傷当て|あてをする|に継ぎを当てる|を継ぎ合わせて作る	anc
debt	おかげ|恩義|借金|負債|借り|債務	anc
exercise	を訓練する|影響を及ぼす|権利を行使する|課題|実行|運動|体操|練習|稽古|学課|機能試験|動作試験	anc
morning	朝|午前	anc
wear	身につけている	anc
faculty	能力|才能|教授団|機能	anc
publication	出版|出版物|発表	anc
photography	写真術|写真撮影(業)	anc
multi	マルチ(の)	anc
feed	にエサをやる|を養う|エサを食う	anc
achieve	を達成する|を完成する	anc
variety	多様性|変化|多種|変化に富むこと|相違|種類	anc
election	選挙	anc
assistance	援助	anc
fair	公正な|合法的な|有望な|平均の|きれいな|まっすぐ|快晴の	anc
father	父	anc
path	小道|通路|細道|散歩道|進路|方針	anc
chemical	化学作用による|科学薬品|化学の|化学薬品	anc
apple	リンゴ	anc
concept	概念|構想	anc
northern	北部出身の|北の|北から吹く|北部方言	anc
cup	カップ|茶わん	anc
pacific	平和的な|平和を好む|穏やかな|平穏な	ejdict
mini	ミニスカート|小型のもの	anc
winter	冬	anc
laptop	ひざ置き型の|小型で携帯可能な|ラップトップの	anc
dark	暗い	anc
behind	〜の後ろに	original
aim	をねらう|めざす|目的|意図|purpose	anc
train	列車|訓練する	anc
hire	賃貸しする|雇う|賃借りする|借り賃	anc
core	のしんを抜く|磁気コア|中心|核心	anc
yourself	あなた自身	anc
column	コラム|特別記事|囲み記事|論説|欄|支柱|縦の行	anc
prevent	させない|を妨げる|を防ぐ	anc
outdoor	戸外の	anc
transport	を運ぶ|を夢中にさせる|輸送|輸送機|運搬|運送|囚人護送船|輸送機関	anc
internal	本質的な|内の|内部の|体内の|内在的な|国内の	anc
fuck	性交する(卑語)	anc
otherwise	別のやり方で|さもなければ|その他の点では	anc
signal	信号(を送る)|合図(する)	anc
youth	若者|若さ|若いひと|青春時代	anc
except	〜を除いて	original
transportation	配送機関|運輸|運搬手段	anc
mm	ミリメートル|millimeters	original
cock	オンドリ(自惚れた動物の象徴)|(水道などの)蛇口|コック	anc
correct	訂正する|正しい	anc
politics	政治|政治学|政策|政務|政略	anc
representative	駐在員|Rep|下院議員	anc
route	の道順を決める|道|通路|路線|ルート|経路	anc
argument	議論|主張|引き数(=parameter)	original
define	定義する|定める	anc
lord	君主|貴族|(大文字で)～卿|支配者|神|領主|主人|権威|威張る|おやまあ	anc
minister	大臣|公使|聖職者|召使い|仕える	anc
evaluation	評価額	anc
pretty	きれいな|かわいい	anc
unless	もし〜でなければ|〜でない限り	original
presentation	提出|示された状態|贈呈|呈示|献呈|進呈|贈呈品	anc
mine	わたしのもの|鉱山|炭鉱|(a diamond mineダイヤモンド鉱山)|機雷|地雷	anc
expand	を拡大する|増大する|膨張する	anc
medium	媒体|中ぐらいの|中間の	anc
flat	平らな|きっかり|階	anc
edge	刃先じりじりと追いやる	anc
maintenance	メインテナンス|維持|主張|整備|保守管理	anc
maybe	たぶん|ひょっとすると	anc
attempt	を試みる|襲う|企てる|企画|試み|攻撃	anc
economy	経済|経済組織|節約	anc
capacity	引受能力|容量|力量|収容能力|資格|収容力|地位|容積|耐荷重	anc
recommend	を推薦する|を勧める	anc
fat	太った|肥満(者)|脂肪|脂身|脂質	anc
southern	南方の|南の|南へ行く|南からの	anc
chance	機会|可能性|偶然	anc
merchant	商人|小売商人|取引先|商業の|(俗)～狂	anc
temperature	温度|気温|寒暖|体温|熱|気質	anc
ride	に乗る|に乗っていく	anc
remote	人里離れた|遠い|遠く離れた|隔たって|関係の薄い|へんぴな	anc
etc	その他	anc
visual	視覚の|視力の|目に見える	anc
progress	前進する|進行|前進|進歩|発展|向上|普及|進む|進歩する	anc
square	正方形(の)|四角(の)|平方(の)|きちんとした|公平に|広場|公園|を適応させる	anc
incest	近親相姦	anc
poor	貧しい|かわいそうな	anc
diet	国会|議会|正式会議|食品|食餌療法|規定食|ダイエット	anc
minimum	最小限度|最小限|最低限	anc
benefit	利益|ためになる|恩恵|便宜|給付|給付金	anc
workshop	職場|仕事場|作業場|研修会|講習会|工場	anc
campus	キャンパス|校庭	anc
throughout	〜のいたるところで	original
platform	(党の)綱領|主義|プラットホーム|演壇|教壇|乗降口|壇|政策の基本プラン	anc
waste	を浪費する|浪費|廃棄物	anc
itself	それ自身	anc
fee	手数料|料金	anc
bird	鳥	anc
crime	犯罪|罪	anc
virtual	事実上の|実質的な|虚像の|仮想の	anc
wire	針金|金属線|電信|電報|を針金で結ぶ|に電報を打つ	anc
external	外の|外部の|外側の|外用の|形式的な|外見|外面|外部	anc
gear	装備|道具|歯車|ギア	anc
implementation	実行|完成|履行	anc
delete	削除する	anc
min	分	anc
complex	コンプレックス|強迫観念|固定概念|合成物|複合体|コンビナート|総合ビル|複合の|複雑な	anc
rise	上がる|のぼる|起こる	anc
installation	装置|設備|軍事施設|基地	anc
steel	スチール|好敵手|鋼鉄|剣|硬さ|鋼製	anc
separate	切り離す|を引き離す|を区分する|別個の|個々の	anc
import	を輸入する|輸入|輸入品	anc
wrong	まちがった|故障して|具合が悪い	anc
sub	潜水艦|補欠	anc
fashion	ファッション|流行|はやり|方法|やり方|つくり|種類	anc
chief	重要な|係長	anc
diamond	ダイヤモンド(4月の誕生石)|ひし形|(トランプ)ダイヤ(の札)|(野球)内野|球場	anc
cycle	周期|周波	anc
village	村|村落	anc
sequence	連続|続発|系列|連続(するもの)|結果|順序	anc
launch	(新造船を)進水させる|発射する|始める|進水|発射|打ち上げ|艦艇大型ボート|ランチ	anc
enhance	向上させる|(質･能力)を高める|増す	anc
reserve	を取っておく|を予約する|蓄え|遠慮	anc
dress	に着物を着せる|衣服を着る|正装する|ドレス	anc
permission	許可	anc
assist	列席する|手伝う	anc
secretary	秘書|書記|長官|書記官	anc
civil	市民の|ていねいな|礼儀正しい|国家の|文明の	anc
duty	任務|義務|本分|職務	anc
branch	枝|枝状のもの|部門|分野|支店|枝を出す|分化する|拡張する	original
truck	トラック|運搬者|手押し車|トラックの|交換する|取り引きする	anc
electric	電気の	anc
dry	乾燥した|無味乾燥な|面白くない|退屈な|乾かす|辛口の(酒)|(俗)禁酒	anc
flag	旗で信号する|しおれる|衰える|薄らぐ	anc
exist	存在する	anc
lab	研究所|laboratory	anc
sleep	眠る	anc
cruise	周遊観光船|航行する|巡航する|歩き回る	anc
writer	筆者|著者|作者	anc
coast	沿岸|海岸|順調に進む|海岸に沿って航行する|惰性で動く	anc
touch	に触れる|手触り	anc
finally	ついに	anc
detail	詳述する|列挙する|細部|詳細|詳説|建築の細部	anc
adventure	冒険|投機	anc
fail	失敗する|失望させる|しくじる|不足する|欠乏する|期待を裏切る	anc
unknown	未知の|知られていない|未経験の|計り知れない|未知の人	anc
participate	参加する|加わる|の気味がある	anc
worth	値打ちがある|に値する|価値|相当量の|財産	anc
spend	お金を使う|(時)を過ごす	anc
phase	局面|相|段階|1つの姿|面|位相|を段階的に計画する	anc
